Number,Review date,Review body or description,Rating given by the user,Review title,Reviewer name
676,"May 15, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,colleen
677,"April 14, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Teresa
678,"January 21, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
679,"March 6, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Shynia
680,"May 19, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Granny
681,"March 10, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Beverly
682,"July 2, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,KDAY823
683,"February 15, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Kim
684,"May 13, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,lori58
685,"May 10, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,bonnie
686,"May 23, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,dominesha
687,"April 4, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,sergio
688,"April 23, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Dawn
689,"March 8, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
690,"March 6, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Elizabeth
691,"June 4, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Pat
692,"March 22, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Amanda
693,"June 9, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,VelaNLexi
694,"June 5, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Karen
695,"July 25, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Hershies
696,"April 5, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Donna
697,"March 21, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Monica
698,"April 19, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Deneen
699,"June 9, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,mamatheshopper
700,"February 24, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,CHARISSA
701,"April 7, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Debbie
702,"June 28, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Linamariaatlanta
703,"March 25, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Linda
704,"May 23, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,lifeisgood7
705,"June 16, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Happy
706,"July 28, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Tracy
707,"January 19, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,tania
708,"February 11, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Elizabeth
709,"March 1, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Colleen
710,"March 28, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Kelly
711,"March 13, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Kelly
712,"March 10, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Mery
713,"April 8, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Joanna
714,"May 28, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Cathy
715,"March 17, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
716,"March 21, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Gwendolyn
717,"May 3, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Jennifer
718,"June 19, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,rebbecca
719,"April 30, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Meltamomma
720,"April 21, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Flirt
721,"March 13, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Deb
722,"January 30, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Diana
723,"March 17, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,gwen
724,"July 4, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Drew
725,"May 22, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Juliet
726,"January 25, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Cynthia
727,"May 4, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Byebyecats
728,"March 17, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Jesus4me
729,"May 12, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,MTN1955
730,"February 17, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Jacob
731,"May 18, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Stefania
732,"May 29, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
733,"April 25, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Susan
734,"May 26, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Michelle
735,"March 25, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,MzButterflie
736,"July 15, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Mary
737,"June 6, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,tanya
738,"April 27, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Elaine
739,"May 22, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
740,"April 27, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Harley
741,"January 9, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
742,"April 1, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Ashley
743,"March 16, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,NORA
744,"February 24, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Cora
745,"March 2, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,KIOMY
746,"June 10, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Luverofshoes
747,"March 27, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,delicious
748,"July 23, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Valeri
749,"January 30, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Christina
750,"March 12, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Godblessnae
751,"April 10, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Mary
752,"May 19, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,disappointed
753,"July 19, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Judith
754,"March 31, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,jennifer
755,"March 18, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Briana
756,"May 16, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Rebecca
757,"June 6, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Roberta
758,"May 19, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,sizzlin
759,"April 13, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,TKay
760,"March 23, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Roman
761,"May 25, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,jessica
762,"July 15, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,DandR
763,"March 26, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,SpacePup
764,"April 17, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Blondie
765,"April 24, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Maryann
766,"March 15, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,shirley
767,"March 26, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,juliet
768,"April 23, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
769,"May 11, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Renee
770,"May 20, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Stephanie
771,"June 23, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Ervin
772,"May 11, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Fateema
773,"May 15, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,julie
774,"April 14, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,yvonne
775,"July 25, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Kathy
776,"June 23, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
777,"June 30, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Jennifer
778,"April 28, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,KATIE
779,"January 6, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Evelyn
780,"April 28, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,carolyn
781,"July 18, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
782,"May 11, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Melissa
783,"July 28, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Francisco
784,"February 26, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Jose
785,"February 17, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Lois
786,"June 12, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Maria
787,"May 2, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,karen
788,"February 5, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,jose
789,"April 4, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Heather
790,"March 23, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Dandra
791,"February 14, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Jose
792,"April 13, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,raysshopper
793,"January 19, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Patricia
794,"June 26, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Marvin
795,"March 21, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,ERIKA
796,"March 23, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Linda
797,"June 13, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Ethan
798,"January 17, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Brenda
799,"March 29, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
800,"July 21, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Mason
801,"April 9, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,bonnie
802,"June 5, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Janet
803,"July 14, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Ziemethia
804,"January 22, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Sharonda
805,"May 7, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Michelle
806,"May 17, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Kimberly
807,"January 26, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,diane
808,"March 4, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Sherry
809,"March 26, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Mya
810,"January 24, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,jim
811,"April 16, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Paula
812,"July 18, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,catrina
813,"May 20, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Darnell
814,"March 1, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Antonio
815,"June 2, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Debra
816,"January 20, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,ClassOf2020
817,"April 8, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Narine
818,"February 19, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,DanielA
819,"July 7, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,lake
820,"June 27, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
821,"June 26, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,critict123
822,"June 25, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Sandra
823,"July 14, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Karla
824,"April 8, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Jennifer
825,"May 21, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Calen
826,"May 23, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,janice
827,"June 30, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
828,"June 21, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Bonnie
829,"March 3, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Danielle
830,"June 14, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,MonaG
831,"July 8, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,dee
832,"January 21, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,MIKYUNG
833,"March 28, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Stacey
834,"March 9, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Michelle
835,"March 30, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Joanna
836,"June 10, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Hilda
837,"May 12, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,pao
838,"March 18, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Teresa
839,"January 20, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Laura
840,"March 27, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WDD
841,"March 9, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,GrandmaNadine
842,"January 20, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Angee
843,"June 3, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,MPJD
844,"April 16, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Kayla
845,"March 25, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Maryelizabeth
846,"May 13, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Stephanie
847,"May 15, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Sidney
848,"May 3, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Shirley
849,"May 6, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Julie
850,"July 3, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Latoya
851,"July 6, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
852,"May 12, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Krystle
853,"May 15, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,annette
854,"June 8, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,paige
855,"March 26, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
856,"April 24, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,WalmartCustomer
857,"January 10, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Denice
858,"March 17, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Dorothy
859,"March 6, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Anita
860,"July 14, 2021",[This review was collected as part of a promotion.],5.0,NO TITLE BY USER,Doreen
861,"July 16, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Mercedes
862,"January 22, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,jopogg
863,"March 19, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Marcia
864,"April 28, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,monalisha
865,"February 7, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Luisiana
866,"June 26, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,HollyB
867,"March 12, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Tina
868,"May 8, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Patsy
869,"May 3, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Rosalie
870,"March 25, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Rosa
871,"April 10, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,WalmartCustomer
872,"April 9, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,PEGSUE1
873,"March 22, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Phyllis
874,"March 6, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Zhongren
875,"March 12, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,TuskanyKitchen
876,"February 11, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,linda
877,"June 5, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Jasmine
878,"April 16, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Janice
879,"March 18, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,GREGORY
880,"June 5, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Velma
881,"May 14, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Anna
882,"April 10, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Mary
883,"April 5, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Margarita
884,"February 8, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,patricia
885,"April 21, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,barginemt
886,"March 20, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,WalmartCustomer
887,"March 29, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Franchesca
888,"June 13, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Faygo
889,"March 17, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Laura
890,"February 19, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,WalmartCustomer
891,"March 29, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,ANJELICA
892,"January 3, 2021",[This review was collected as part of a promotion.],4.0,NO TITLE BY USER,Margarita
893,"May 14, 2021",[This review was collected as part of a promotion.],3.0,NO TITLE BY USER,Sophia
894,"March 2, 2021",[This review was collected as part of a promotion.],3.0,NO TITLE BY USER,sabine
895,"May 19, 2021",[This review was collected as part of a promotion.],3.0,NO TITLE BY USER,rose
896,"May 23, 2021",[This review was collected as part of a promotion.],3.0,NO TITLE BY USER,Crystal
897,"July 5, 2021",[This review was collected as part of a promotion.],3.0,NO TITLE BY USER,Patty
898,"May 31, 2021",[This review was collected as part of a promotion.],3.0,NO TITLE BY USER,Nilab
899,"February 27, 2021",[This review was collected as part of a promotion.],2.0,NO TITLE BY USER,colin
900,"July 3, 2021",[This review was collected as part of a promotion.],2.0,NO TITLE BY USER,Sophia
901,"February 16, 2021",[This review was collected as part of a promotion.],2.0,NO TITLE BY USER,BOOBOO1959
902,"March 24, 2021",[This review was collected as part of a promotion.],2.0,NO TITLE BY USER,Ron
903,"May 11, 2021",[This review was collected as part of a promotion.],1.0,NO TITLE BY USER,Lillie
